SUTANDINGU	STANDING
INJIKEETA	INDICATOR
SHAAROOMU	SHALOM
INTAAPOORU	INTERPOL
AANTO	AUNT
KUREBAA	CLEVER
TABUROO	TABLEAU
FUUCHURIZUMU	FUTURISM
NYUUSUPIIKU	NEWSPEAK
KURIEETIBU	CREATIVE
PIATOXUUPIA	PEER-TO-PEER
SABUKARUCHAA	SUBCULTURE
NEPUTOXUUNUSU	NEPTUNE
FUROO	FLOW
RIFOOMISUTO	REFORMIST
AAGONOMIKKUSU	ERGONOMICS
BIITAA	BEATER
KYURIOSHITII	CURIOSITY
INFUROO	INFLOW
WEETO	WEIGHT
KONSUTEREESHON	CONSTELLATION
ORIGAAKII	OLIGARCHY
WAARUDO	WORLD
MAAJIN	MARGIN
INTAABANKU	INTERBANK
PAARAA	PARLOR
HAAREKUXIN	HARLEQUIN
RIPOOTAA	REPORTER
BUKKAA	BOOKER
SABUKONTORAKUTAA	SUBCONTRACTOR
MAAKETTOPUREISU	MARKETPLACE
SOOSHARISUTO	SOCIALIST
SURARII	SLURRY
BEEBII	BABY
ROOTANDA	ROTUNDA
MAIKUROKOODO	MICROCODE
HASUKII	HUSKY
VEERU	VEIL
BASUBOOI	BUSBOY
BAANISSHU	VARNISH
BIKYUUNA	VICUNA
HAIPAAKAADO	HYPERCARD
HANDII	HANDY
EEPURIRU	APRIL
BANGAADO	VANGUARD
ANCHOBII	ANCHOVY
UOOTAAFURONTO	WATERFRONT
BOOKARISUTO	VOCALIST
NEANDERUTAARU	NEANDERTHAL
ANKABAA	UNCOVER
ABYUUSU	ABUSE
NYUUMACHIKKU	PNEUMATIC
KYANISUTAA	CANISTER
RAABA	LAVA
MAAKETTINGU	MARKETING
DISUTOOSHON	DISTORTION
CHAAJI	CHARGE
SEEFU	SAFE
SUTOOREJJI	STORAGE
GAAMENTO	GARMENT
AKUSESARII	ACCESSORY
BUGII	BOOGIE
MIRIBAARU	MILLIBAR
INTAANASHONARIZUMU	INTERNATIONALISM
APAACHUA	APERTURE
DAIBAASHITI	DIVERSITY
SUNEEKU	SNAKE
HAANESU	HARNESS
FURASUTOREESHON	FRUSTRATION
SEKYURITII	SECURITY
SAWAA	SOUR
FOOJI	FORGE
AN'NOON	UNKNOWN
BAANIA	VERNIER
RAGGEEJI	LUGGAGE
DOIRII	DOILY
KOOTO	COURT
BUROKKUBASUTAA	BLOCKBUSTER
MESUKIITO	MESQUITE
PIIRU	PEEL
SHIIINGU	SEEING
JIASUTAAZE	DIASTASE
APPUDEETO	UPDATE
AKUAMARIIN	AQUAMARINE
KIRAA	KILLER
NEERU	NAIL
PIGIIBAKKU	PIGGYBACK
GURIKOORU	GLYCOL
KEEOO	KO
HOROO	HOLLOW
SEBORII	SAVORY
BENCHIREETAA	VENTILATOR
SEGUMENTEESHON	SEGMENTATION
KOODO	CODE
GAAGOIRU	GARGOYLE
UOORU	WALL
AMIIRU	AMIR
REZAABU	RESERVE
RAANCHA	LAUNCHER
UMAAN	OMAN
SHIIZUN	SEASON
SUPURINGUBOODO	SPRINGBOARD
EYAA	AIR
DIFENDAA	DEFENDER
SEIBORII	SAVORY
KERUNAA	KERNER
REJUUMU	RESUME
SACCHAAIZUMU	THATCHERISM
SHATOO	CHATEAU
PAAFEKUTO	PERFECT
KONBAATAA	CONVERTER
OOTOGURAFU	AUTOGRAPH
TORANSUREETA	TRANSLATOR
MIMIKURII	MIMICRY
MATIINI	MARTINI
CHIITAA	CHEETAH
POORAA	POLAR
OOGAZUMU	ORGASM
RIGATOONI	RIGATONI
MAIKUROPUROSESSAA	MICROPROCESSOR
KONPOONENTO	COMPONENT
BOODOBIRIAN	VAUDEVILLIAN
SUTORIPPUTIIZU	STRIPTEASE
PUREEN	PLAIN
KURITIIKU	CRITIQUE
ZUUMINGU	ZOOMING
FATTII	FATTY
FURIIWEA	FREEWARE
IRUMINEESHON	ILLUMINATION
RIIDA	LEADER
BATTAA	BATTER
DOROWAA	DRAWER
SUINGAA	SWINGER
ANDAARAITAA	UNDERWRITER
KOOMU	COMB
PAFOOMAA	PERFORMER
PURUUTOO	PLUTO
MYUUJIAMU	MUSEUM
RIIBAISU	LEVI'S
WAAMUHOORU	WORMHOLE
CHEKKUMEETO	CHECKMATE
EKUSUTORIIMU	EXTREME
PAKKAA	PACKER
VOOKARISUTO	VOCALIST
PARARIIGARU	PARALEGAL
OIDIPUUSU	OEDIPUS
SAFURAWAA	SAFFLOWER
AARU	ARE
EDITAA	EDITOR
FEARII	FAIRY
HYUUMANIZUMU	HUMANISM
BAAJINIA	VIRGINIA
MARUCHIKARAA	MULTICOLOR
VINEGAA	VINEGAR
SUTORIITO	STREET
ENAAJII	ENERGY
NEEMU	NAME
KOOCHIZON	CORTISONE
BAKKUHOO	BACKHOE
KONTENPORARII	CONTEMPORARY
RIHAASARU	REHEARSAL
RIIDO	LIED
FEROOSHIPPU	FELLOWSHIP
RIROKEETO	RELOCATE
FASAADO	FACADE
HOBII	HOBBY
NUUKURIA	NUCLEAR
RAINBAKKAA	LINEBACKER
CHEISAA	CHASER
ENTAA	ENTER
ANSOROJII	ANTHOLOGY
AROOWANSU	ALLOWANCE
INTABYUII	INTERVIEWEE
BURIICHI	BLEACH
TORINITII	TRINITY
PAAMA	PERMA
HOMOSEKUSHUARITII	HOMOSEXUALITY
ROOZETTO	ROSETTE
KUOOTAABAKKU	QUARTERBACK
SAAMEN	SEMEN
BEETOOVEN	BEETHOVEN
WAAKAA	WORKER
DISEEBURU	DISABLE
KANOORA	CANOLA
ABIRITII	ABILITY
YUUSU	YOUTH
MASSHURUUMU	MUSHROOM
MEETAA	METER
KUREOSOOTO	CREOSOTE
ROODAA	LOADER
REEDA	RADAR
RINGUIINE	LINGUINE
AKUSERAREETA	ACCELERATOR
RIIGARU	LEGAL
GUURAGU	GULAG
BERANDAA	VERANDA
KUOOTEESHON	QUOTATION
RAADO	LARD
SAMARII	SUMMARY
RIWAADO	REWARD
BUROOSHA	BROCHURE
SHIGUNICHAA	SIGNATURE
HAIBANEESHON	HIBERNATION
SUUPAAINPOOZU	SUPERIMPOSE
FANII	FUNNY
RUUCHINGU	ROUTING
SAABU	SERVE
PUREZAABU	PRESERVE
KUURAA	COOLER
WAIRUDOFURAWAA	WILDFLOWER
SUNUUPII	SNOOPY
INSUTICHUUTO	INSTITUTE
BIRIAADO	BILLIARDS
SHUNOOKERINGU	SNORKELING
BIGINAA	BEGINNER
AJITEETAA	AGITATOR
ABEIRABIRITII	AVAILABILITY
CHIITO	CHEAT
BERIIZU	BELIZE
INFURASUTORAKUCHAA	INFRASTRUCTURE
MAZAA	MOTHER
SUPUUN	SPOON
KASUKEEDO	CASCADE
MENTARITII	MENTALITY
TAKISHIIDO	TUXEDO
KONTOOSHON	CONTORTION
MOOTA	MOTOR
NEPUCHUUN	NEPTUNE
AREE	ALLEY
KUKUU	CUCKOO
BANJOO	BANJO
CHIKAANO	CHICANO
YUUZUNETTO	USENET
AKUSERAREETAA	ACCELERATOR
SHIMYUREETA	SIMULATOR
OOGASUTO	AUGUST
DEMOKURASHII	DEMOCRACY
JOODAN	JORDAN
KYAMUKOODA	CAMCORDER
RIIMU	REAM
RYUKUSANBUURU	LUXEMBOURG
RAAKU	LARK
BOORINGU	BOWLING
SEEPU	CEP
TOORU	TOLL
MENBAA	MEMBER
BANGAROO	BUNGALOW
KOOPOREISHON	CORPORATION
WOORUAI	WALLEYE
SUWEEDO	SUEDE
DIFOORUTO	DEFAULT
FIRUDAA	FIELDER
OOGANIZEESHON	ORGANIZATION
JIIRU	ZEAL
BIRUBOODO	BILLBOARD
PYUURITANIZUMU	PURITANISM
KOONARINGU	CORNERING
GURISEROORU	GLYCEROL
RIBAASAIDO	RIVERSIDE
INDIIZU	INDIES
AACHA	ARCHER
PIINATSU	PEANUT
KUROISUTAA	CLOISTER
MAAKAA	MARKER
GUROOBARAIZEISHON	GLOBALIZATION
MOOGURU	MOGUL
FAUNDEESHON	FOUNDATION
FOTOGURAFAA	PHOTOGRAPHER
SUTSUURU	STOOL
DAIPOORU	DIPOLE
ABENYUU	AVENUE
EKUSUKAAJON	EXCURSION
AAMII	ARMY
OOBAARAN	OVERRUN
ISUTANBUURU	ISTANBUL
TOOCHI	TORCH
YAADEEJI	YARDAGE
PABURISSHAA	PUBLISHER
SOODO	SWORD
FOORUTO	FAULT
KUIINZURANDO	QUEENSLAND
TAFII	TAFFY
ANDIIBU	ENDIVE
UIIBINGU	WEAVING
MAHARAAJA	MAHARAJA
KAAMIN	CARMINE
SENSEESHONARU	SENSATIONAL
SUPURITTAA	SPLITTER
BASUTAAZU	BUSTERS
SUTORIIKAA	STREAKER
PAATEESHON	PARTITION
GURUUPII	GROUPIE
TOREEDINGU	TRADING
NUUN	NOON
RITAANZU	RETURNS
KONPARUSORII	COMPULSORY
KURIEETIVU	CREATIVE
ROTTOO	LOT
NIGAA	NIGGER
ASOOTO	ASSORT
TIIN'EEJAA	TEENAGER
SHARUKYUTORII	CHARCUTERIE
HAABESUTO	HARVEST
NETTOWAAKINGU	NETWORKING
HAADOUEA	HARDWARE
KYADII	CADDY
KORORATOXUURA	COLORATURA
RAMADAAN	RAMADAN
DEIRAA	DEALER
TEEZE	THESE
DIITEIRINGU	DETAILING
GURAIDAA	GLIDER
FIJIOROJII	PHYSIOLOGY
NIIDORUPOINTO	NEEDLEPOINT
KYANDIDEETO	CANDIDATE
SABEIYAA	SURVEYOR
ROOSUTO	ROAST
OODINARII	ORDINARY
AUTOSOOSU	OUTSOURCING
BARAETII	VARIETY
TSUITTAA 	TWITTER
FAANICHAA	FURNITURE
GUURU	GHOUL
CHUUTORIARU	TUTORIAL
PAAN	PAN
REINBOO	RAINBOW
KEEJI	CAGE
INSHUREESHON	INSULATION
BIIMU	BEAM
NIKKAABOKKAAZU	KNICKERBOCKERS
VAIBUREETA	VIBRATOR
IXETII	YETI
DOORU	DOLL
ASUTORONOMII	ASTRONOMY
WAADOSUTAA	WORDSTAR
BOORUDO	BOLD
RANDEVUU	RENDEZVOUS
KEIPAA	CAPER
KORAAN	KORAN
ANBASADAA	AMBASSADOR
PAUDARII	POWDERY
SUKUXUEAA	SQUARE
SENSHIBIRITII	SENSIBILITY
JOKKII	JOCKEY
BIICHI	BEACH
ENEEBURU	ENABLE
MANEJAA	MANAGER
BATAA	BUTTER
KAUNTAATENAA	COUNTERTENOR
RIINHOOSUMENTO	REINFORCEMENT
JAPANIMEESHON	JAPANIMATION
BURUUTOXUUSU	BLUETOOTH
JIIZERU	DIESEL
SHIAA	SHEA
BATTERII	BATTERY
FIICHARINGU	FEATURING
BAIBUREESHON	VIBRATION
DENOMINEESHON	DENOMINATION
BAAREEN	BAHRAIN
KYAMUKOODAA	CAMCORDER
EPISUTEEMEE	EPISTEME
KUROOZU	CLOSE
RIIBOKKU	REEBOK
GURABITII	GRAVITY
NYUUSURUUMU	NEWSROOM
DIBOOSU	DIVORCE
INBAASU	INVERSE
AAKITEKUCHAA	ARCHITECTURE
RANDORII	LAUNDRY
DOONATTSU	DOUGHNUT
SUPUREDDOSHIITO	SPREADSHEET
HAUSUHOORUDO	HOUSEHOLD
MAHOGANII	MAHOGANY
CHEENSOO	CHAINSAW
TOREJAA	TREASURE
IMITEESHON	IMITATION
TEERAA	TAILOR
DASUTAA	DUSTER
SAAJAN	SURGEON
FURIIWEI	FREEWAY
ROBIIINGU	LOBBYING
ROORENSHIUMU	LAWRENCIUM
YUNIKOON	UNICORN
KUROSUKANTORII	CROSS-COUNTRY
JAAKU	JERK
ESUKAREETAA	ESCALATOR
KANUUINGU	CANOEING
ROOKARAIZEESHON	LOCALIZATION
SHEEDINGU	SHADING
SUTACHUU	STATUE
FURITTAA	FRITTER
MUUBUMENTO	MOVEMENT
REENINIZUMU	LENINISM
EFISHENSHII	EFFICIENCY
SHOOBOOTO	SHOWBOAT
SUIITSU	SWEETS
MOORUDINGU	MOLDING
SUKUIIZU	SQUEEZE
SUUTSU	SUIT
FUROORARU	FLORAL
MONSUUN	MONSOON
VIKUTORII	VICTORY
TAPISUTORII	TAPESTRY
HOOKU	HAWK
HAIWEE	HIGHWAY
OOVUN	OVEN
RUUTAA	ROUTER
DEMONSUTOREESHON	DEMONSTRATION
EDEXYUKEESHON	EDUCATION
MAIRAA	MILER
RIZOOTO	RESORT
BIJITAA	VISITOR
SEPAREETA	SEPARATOR
PAWAASOFUTO	POWERSOFT
RIICHI	REACH
MIRYUU	MILIEU
HANDOSHEEKINGU	HANDSHAKING
RUUTINGU	ROUTING
KUURU	COOL
SAIBAA	CYBER
INTAABARU	INTERVAL
DOOTAA	DAUGHTER
RIFUREEN	REFRAIN
ASOSHIEETO	ASSOCIATE
BAKKUPAKKAA	BACKPACKER
KOOSHON	CAUTION
TORUNEEDO	TORNADO
PUROSHIIDENGU	PROCEEDING
SAAJI	SERGE
REKUCHAA	LECTURE
KOORASU	CHORUS
KUROSUTOOKU	CROSSTALK
SAPOOTO	SUPPORT
MIZANTOROOPU	MISANTHROPE
ITARII	ITALY
HAATOREE	HARTLEY
ONTOROJII	ONTOLOGY
KUREDIBIRITII	CREDIBILITY
GURIIKU	GREEK
SUPIIDOUEE	SPEEDWAY
INTAASEPUTAA	INTERCEPTOR
CHAATO	CHART
FISSHAAMAN	FISHERMAN
RIISU	LEASE
SEKANDARII	SECONDARY
DAIBAASHITII	DIVERSITY
WIZAADO	WIZARD
KAADO	CARD
SORYUUSHON	SOLUTION
BAAZE	BASE
AARUDAMU	EARLDOM
BUUDUU	VOODOO
TOODO	TOAD
MUUDI	MOODY
OOGANIKKU	ORGANIC
SABUSUTITEXYUUSHON	SUBSTITUTION
FUROORINGU	FLOORING
ORAN'UUTAN	ORANGUTAN
MOOSE	MOSES
TAPISURII	TAPESTRY
INKONSHISUTENSHII	INCONSISTENCY
BAARU	BAR
SENSEESHONARIZUMU	SENSATIONALISM
BAARATO	BHARAT
BUREEKU	BREAK
WOORUTSU	WALTZ
PAAKASSHON	PERCUSSION
KOOKINGU	CAULKING
ANAROJII	ANALOGY
FIROSOFII	PHILOSOPHY
KUUNA	KUNA
SANDAA	THUNDER
RITERASHII	LITERACY
HAUSUKIIPINGU	HOUSEKEEPING
RAPPAA	RAPPER
SHINMETORII	SYMMETRY
SEERUSU	SALES
KUROOBU	CLOVE
KAIZAA	KAISER
HAUSUKURIININGU	HOUSECLEANING
KONVAAJON	CONVERSION
RIIOU	LEO
RIZOORU	LYSOL
RAANCHI	LAUNCH
KURISUPII	CRISPY
IIDO	EID
OOKIDDO	ORCHID
UEBUMASUTAA	WEBMASTER
AAJANSHII	URGENCY
NAIIVU	NAIVE
KYAPASHITAA	CAPACITOR
FUREIBAA	FLAVOR
FURUUTISUTO	FLUTIST
KONGURACHUREESHON	CONGRATULATION
KAAGO	CARGO
SUTAARINGU	STERLING
BUROOKAA	BROKER
ERUUDO	ELUDE
MAAJORAMU	MARJORAM
RAINAA	LINER
ROORU	ROLL
DEPAACHAA	DEPARTURE
RITEERAA	RETAILER
NAROO	NARROW
EISAA	EISA
FUROOZUN	FROZEN
RIKOODA	RECORDER
SHOOTOSUTOPPU	SHORTSTOP
PORUNOGURAFII	PORNOGRAPHY
JENOBEEZE	GENOVESE
SUCHUWAADESU	STEWARDESS
PURISEERU	PRESALE
KOTTAA	COTTER
AAKAIBU	ARCHIVE
HOPPAA	HOPPER
DORIFUTAA	DRIFTER
HAKKURUBERII	HUCKLEBERRY
FUREEMA	FRAMER
RIMUUBAA	REMOVER
SHOPPAA	SHOPPER
REEBERU	LABEL
MISUFOOCHUN	MISFORTUNE
RIPIITAA	REPEATER
FAKUTORII	FACTORY
GAREE	GALLEY
KURAARE	CURARE
UEETINGU	WAITING
SORIDARITII	SOLIDARITY
EKUSUTASHII	ECSTASY
AIDENTITII	IDENTITY
AGURIGEETO	AGGREGATE
BURUDOOZAA	BULLDOZER
HANII	HONEY
BAABEKYUU	BARBECUE
WEEBU	WAVE
YOOMAN	YEOMAN
HIPPUBOON	HIPBONE
BEEN	VANE
UIIKURII	WEEKLY
TESSHUU	TISSUE
BURIITO	BURRITO
HORIDEE	HOLIDAY
AMERIKAANO	AMERICANO
OOSHAN	OCEAN
SAAMOSU	THERMOS
FIFUTIIN	FIFTEEN
WAGADUGUU	OUAGADOUGOU
MISURIIDINGU	MISLEADING
SUKUURUGAARU	SCHOOLGIRL
PIKUCHAA	PICTURE
ERIMINEESHON	ELIMINATION
SANSUKURIIN	SUNSCREEN
ASETEETO	ACETATE
KURINKAA	CLINKER
NANOTEKUNOROJII	NANOTECHNOLOGY
PIIPURU	PEOPLE
AUTAAUEA	OUTERWEAR
ESUTEETO	ESTATE
DISUKABARAA	DISCOVERER
ANDAAUEA	UNDERWEAR
TOOSUTAA	TOASTER
DOOMU	DOME
NAIIBU	NAIVE
EEEMUUDII	AMD
TEROMERAAZE	TELOMERASE
AAMEN	AMEN
PAACHIMENTO	PARCHMENT
ADAPUTAA	ADAPTER
YOOGA	YOGA
DOKUTAA	DOCTOR
ROONDARINGU	LAUNDERING
MONAAKII	MONARCHY
RAIDAA	RIDER
SHINIORITII	SENIORITY
BAUNSAA	BOUNCER
INTEGUREESHON	INTEGRATION
BAKYUUMU	VACUUM
TORIGAA	TRIGGER
METAFOO	METAPHOR
FOOCHUN	FORTUNE
KAPICHUREESHON	CAPITULATION
WEETORESU	WAITRESS
FAAJI	PHAGE
REERUWEE	RAILWAY
ROORINGU	ROLLING
AAKAIVU	ARCHIVE
DOAAZU	DOORS
FUREEVA	FLAVOR
REDIISU	LADIES'
HIIROO	HERO
SUTOKKUBUROOKAA	STOCKBROKER
WAAKUBUKKU	WORKBOOK
KOOPOREETO	CORPORATE
DORAIBUWEE	DRIVEWAY
SUWEEDISSHU	SWEDISH
BURUGOONYU	BURGUNDY
WOOTAABEDDO	WATERBED
MAAMEIDO	MERMAID
PAASONARITI	PERSONALITY
KUUGAA	COUGAR
BUURUGINYON	BOURGUIGNON
MORAARU	MORALE
TOONARITI	TONALITY
SUREEVU	SLAVE
JESUCHAA	GESTURE
PUREETO	PLATE
RUUPIN	LUPINE
ROOFAA	LOAFERS
REGYUREESHON	REGULATION
INTAREESU	INTERLACE
NABUSUTAA	NAVSTAR
SUPOOKUSUPAASON	SPOKESPERSON
ADOBANTEEJI	ADVANTAGE
ENRAAJIMENTO	ENLARGEMENT
AFUTAANUUN	AFTERNOON
MEERA	MAILER
ENPUROIYAA	EMPLOYER
POON	PAWN
KARENDAA	CALENDAR
POOTOREITO	PORTRAIT
KURIIMU	CREAM
PUSHUKEE	PSYCHE
BAACHIKARU	VERTICAL
TOPAAZU	TOPAZ
NOODO	NODE
PIISU	PEACE
BAREE	VOLLEY
MARUCHIPUROSESSAA	MULTIPROCESSOR
MONOPORII	MONOPOLY
FURIITAUN	FREETOWN
SEIRAA	SAILER
KAABINGU	CARVING
MATIEERU	MATERIAL
SUREEKI	SLEEK
SUTOAA	STORE
IDEOROGII	IDEOLOGY
INSUTOREESHON	INSTALLATION
GUROKKENSHUPIIRU	GLOCKENSPIEL
SERAPII	THERAPY
KONSORIDEESHON	CONSOLIDATION
TEESUTINGU	TASTING
PAARINGU	PEARLING
DISUKAUNTAA	DISCOUNTER
SUCHIIRU	STEEL
DASSHUBOODO	DASHBOARD
MAAKA	MARKER
OORARU	ORAL
PARASHUUTO	PARACHUTE
ANKAAMAN	ANCHORMAN
JERONTOROJII	GERONTOLOGY
RISOOSU	RESOURCE
MEEKA	MAKER
HIPPII	HIPPIE
WAAKUSUTEESHON	WORKSTATION
DESUTOROIYAA	DESTROYER
SHIRAA	SCILLA
FEEDO	FADE
SHAAPU	SHARP
REOTAADO	LEOTARD
BUUSUTAA	BOOSTER
TEKUSHII	TAXI
ORUGANAIZAA	ORGANIZER
KASSAATA	CASSATA
FURAKUCHUEESHON	FLUCTUATION
NOOBURUMAN	NOBLEMAN
KYUUINGU	QUEUING
KOOCHAA	COACHER
MIIRINGU	MILLING
SUKOORU	SQUALL
MANYUFAKUCHURAA	MANUFACTURER
TOXUUSU	TOOTH
FAITAA	FIGHTER
NUUBERU	NOUVELLE
SUPOOTSUMAN	SPORTSMAN
SABOTAAJI	SABOTAGE
RIISHU	LEASH
AKUANOOTO	AQUANAUT
INOBEITAA	INNOVATOR
MOOTARISUTO	MOTORIST
EKUSUTENDAA	EXTENDER
JAAKII	JERKY
SAABA	SERVER
BEEJU	BEIGE
EKUSUKYUUZU	EXCUSE
KORORACHUURA	COLORATURA
SHAASHII	CHASSIS
KUIAA	QUEER
NUUKU	NOOK
ABENJAA	AVENGER
MAINAA	MINOR
KOMYUNITII	COMMUNITY
TORIBYUUTO	TRIBUTE
BUREINSUTOOMINGU	BRAINSTORMING
KASHUU	CASHEW
TARII	TALLY
TAANINGU	TURNING
TAAMINOROJII	TERMINOLOGY
VIRUTOXUOOSO	VIRTUOSO
GUREEN	GRAIN
INTAASHITI	INTERCITY
FIIDINGU	FEEDING
AATIKURU	ARTICLE
EEKAA	ACRE
BEESHIKKU	BASIC
GUROOBARAIZEESHON	GLOBALIZATION
AMENITII	AMENITY
HOEE	WHEY
HAAMONIUMU	HARMONIUM
ANPOPYURAA	UNPOPULAR
PINKII	PINKY
REGASHII	LEGACY
SUIMAA	SWIMMER
SHUNAUTSUXAA	SCHNAUZER
IISUTAA	EASTER
SHERII	SHERRY
JAKUUJI	JACUZZI
DEBAIDAA	DIVIDER
ENTORII	ENTRY
KOOKU	CORK
REEGANIZUMU	REAGANISM
FEEBURU	FABLE
MANEEJAA	MANAGER
KAATESHI	COURTESY
SUTOORUN	STOLEN
RESUPIREETAA	RESPIRATOR
PANSAA	PANTHER
IIGURU	EAGLE
ROOTAA	ROTOR
SUIITII	SWEETIE
KONPYUUTARIZEESHON	COMPUTERIZATION
BIRUTOXUOOSO	VIRTUOSO
SHOURUUMU	SHOWROOM
KYANPUFAIYAA	CAMPFIRE
OOPASU	OPUS
EKOORU	ECOLE
JASUTIFIKEESHON	JUSTIFICATION
AACHIN	URCHIN
MERUROO	MERLOT
FOOMYURARII	FORMULARY
EROOSU	EROS
NEGEETO	NEGATE
INDII	INDIE
PICCHIFOOKU	PITCHFORK
KONSERUBATOAARU	CONSERVATOIRE
NEOKONSAABATIBU	NEOCONSERVATIVE
TENESHII	TENNESSEE
NABIGEESHON	NAVIGATION
REPOOTAA	REPORTER
TINPANII	TIMPANI
FOORUBAKKU	FALLBACK
AISOTOOPU	ISOTOPE
MITSUWAA	MITZVAH
INTAAFEISU	INTERFACE
METAFOORU	METAPHOR
BIIPU	BEEP
NOOTON	NORTON
PURESEERU	PRESALE
KOOPINGU	COPING
ZUUMU	ZOOM
FAARU	FOUL
MAIGUREETO	MIGRATE
SAABISUMAN	SERVICEMAN
PAAKU	PARK
AAKII	ARCHIE
KAARAA	CURLER
BII	BEE
PAASENTAIRU	PERCENTILE
KUROOJINGU	CLOTHING
AAMARII	ARMORY
MIZUURI	MISSOURI
KOOSHA	KOSHER
KONPAIRAA	COMPILER
ENBAAMINGU	EMBALMING
DUUCHE	DUCE
TOOSUTO	TOAST
RIKURUUTO	RECRUIT
KONSOORU	CONSOLE
DAIBAA	DIVER
KASUTAADO	CUSTARD
SUTOPPAA	STOPPER
AKUCHUEETA	ACTUATOR
JIOMETORII	GEOMETRY
AAGAIRU	ARGYLE
IYAMAAKU	EARMARK
GURUUBII	GROOVY
KYUUPIDDO	CUPID
SAIDOAAMU	SIDEARM
INTEGUREETO	INTEGRATE
VARUNERABIRITII	VULNERABILITY
SAAMOSUTATTO	THERMOSTAT
ETANITII	ETERNITY
MYUUJIKKU	MUSIC
SAAFESU	SURFACE
SAAZUDEE	THURSDAY
MISURIIDO	MISLEAD
MEINSUTORIIMU	MAINSTREAM
AJASUTAA	ADJUSTER
HAADOKOA	HARDCORE
BOURAA	BOWLER
KOORU	COAL
ROKOMOOSHON	LOCOMOTION
OOPUN'NESU	OPENNESS
BIYAA	BIER
OOPUNINGU	OPENING
AASEN	ARSEN
FOORIIZU	FOLLIES
SAABEI	SURVEY
OKUSUFOODO	OXFORD
SURAROOMU	SLALOM
PURAAGU	PRAGUE
MAATO	MART
SOORII	SORRY
KONSAAVATOORI	CONSERVATORY
NIIDORU	NEEDLE
NAAN	NAN
KORAAGEN	COLLAGEN
KORIANDAA	CORIANDER
SHIRUKII	SILKY
PAFUUMU	PERFUME
NACHURARIZEESHON	NATURALIZATION
EKUSUPOOJAA	EXPOSURE
IMAAJU	IMAGE
MORUFORUJII	MORPHOLOGY
PIROO	PILLOW
SHAGII	SHAGGY
INDIBIJUARITII	INDIVIDUALITY
PURAIMARII	PRIMARY
SEPAREETAA	SEPARATOR
BAIYAA	BUYER
KUROOZETTO	CLOSET
SUTAADASUTO	STARDUST
KONTAMINEESHON	CONTAMINATION
SUPAATO	SPURT
KYUUBITTO	CUBIT
MUUDII	MOODY
EEOOSU	EOS
AGURII	AGREE
TII	TEA
KONDENSAA	CONDENSER
REBYUUAA	REVIEWER
SAAMU	THERM
SUKEEPUGOOTO	SCAPEGOAT
RANJERII	LINGERIE
UOONINGU	WARNING
OORUDO	OLD
EEPIIAI	API
ROOSHON	LOTION
SHIIMOSU	CMOS
METANOORU	METHANOL
KATEETERU	CATHETER
WOCCHAA	WATCHER
DAASHI	DASH
CHAPUTAA	CHAPTER
SUPURINKURAA	SPRINKLER
KOMYUNIKEESHON	COMMUNICATION
OOTOPAIROTTO	AUTOPILOT
SHOOBINISUTO	CHAUVINIST
ASUTORONOOTO	ASTRONAUT
ENBUROIDARII	EMBROIDERY
ENTAATEINAA	ENTERTAINER
BIITORUZU	BEATLES
RITEENAA	RETAINER
TENPUREETO	TEMPLATE
DEZAINAA	DESIGNER
MIITO	MEAT
PAATISHONINGU	PARTITIONING
BIOORU	VIOLE
WETTOSUTOON	WHETSTONE
BAKKAA	BACKER
TORONBOON	TROMBONE
OOBAAWAAKU	OVERWORK
AAGARU	ARGYLE
UOOMAA	WARMER
RIRAIABIRITII	RELIABILITY
BURAZAAZU	BROTHERS
ACHIIBU	ACHIEVE
OOBARAPPU	OVERLAP
BESUTOSERAA	BESTSELLER
ARERUGII	ALLERGIE
SAATI	THIRTY
FENDAA	FENDER
NOOBURU	NOBLE
MUUVII	MOVIE
SUUPAAHIIROO	SUPERHERO
PISUKII	PIXIE
SURIKKAA	SLICKER
FURUUTO	FLUTE
SEKUTAA	SECTOR
SUKEERABURU	SCALABLE
BIKUTORII	VICTORY
NAREETAA	NARRATOR
VAAJINARU	VIRGINAL
KURAIOJIINIKUSU	CRYOGENICS
KONSUTAACHI	CORNSTARCH
FURAWAAPOTTO	FLOWERPOT
EKISHIMAA	EXCIMER
TANPAA	TAMPER
NOOZU	NOSE
HISUTERII	HYSTERIA
OOPUNAA	OPENER
AMIIGO	AMIGO
BANAA	BANNER
AABITOREESHON	ARBITRATION
SHIIRINGU	CEILING
KURIICHAA	CREATURE
SUKARAA	SCHOLAR
KONMYUUN	COMMUNE
BIIGURU	BEAGLE
BURUTAANYU	BRITTANY
YOOROPIAN	EUROPEAN
NYUUSUFURASSHU	NEWSFLASH
KINESHIOROJII	KINESIOLOGY
DEKOODAA	DECODER
OOSORAIZEESHON	AUTHORIZATION
ENBASHII	EMBASSY
AATISUTO	ARTIST
SUTOROBERII	STRAWBERRY
ANCHIFURIIZU	ANTIFREEZE
OOBACHUA	OVERTURE
SUTOORIBOODO	STORYBOARD
KIDONII	KIDNEY
BATARII	BATTERY
KAARINGU	CURLING
POSUTAA	POSTER
MAYONEEZU	MAYONNAISE
SAIBAASEKKUSU	CYBERSEX
MASHIIN	MACHINE
ROORUBAKKU	ROLLBACK
SURAA	SLUR
ANDAAKABAA	UNDERCOVER
MUUSU	MOOSE
