フェミニニティ	femininity	F_EH2_M_AH0_N_IH1_N_AH0_T_IY0
メインメモリー	main|memory	M_EY1_N|M_EH1_M_ER0_IY0
メインメモリ	main|memory	M_EY1_N|M_EH1_M_ER0_IY0
オーガナイズ	organize	AO1_R_G_AH0_N_AY2_Z
クラヴィコード	clavichord	K_L_AE1_V_AH0_K_AO2_R_D
ベークドチーズケーキ	baked|cheesecake	B_EY1_K_T|CH_IY1_Z_K_EY2_K
フランシスカ	francesca	F_R_AE0_N_CH_EH1_S_K_AH0
マハラージャ	maharaja	M_AA2_HH_ER0_AA1_ZH_AH2
マハーラージャ	maharaja	M_AA2_HH_ER0_AA1_ZH_AH2
リゾートウェア	resort|wear	R_IH0_Z_AO1_R_T|W_EH1_R
マニキュア	manicure	M_AE1_N_IH0_K_Y_ER0
マニュキア	manicure	M_AE1_N_IH0_K_Y_ER0
インスティチューション	institution	IH2_N_S_T_IH0_T_UW1_SH_AH0_N
エレバン	yerevan	Y_EH1_R_AH0_V_AH0_N
マカロニウェスタン	macaroni|western	M_AE2_K_ER0_OW1_N_IY0|W_EH1_S_T_ER0_N
セミナール	seminar	S_EH1_M_AH0_N_AA2_R
セミナー	seminar	S_EH1_M_AH0_N_AA2_R
ゼミナール	seminar	S_EH1_M_AH0_N_AA2_R
フルーティー	fruity	F_R_UW1_T_IY0
メイク	make	M_EY1_K
マルキシズム	marxism	M_AA1_R_K_S_IH0_Z_AH0_M
アンヴィル	anvil	AE1_N_V_AH0_L
メインゲート	main|gate	M_EY1_N|G_EY1_T
ノバスコーシャ	nova|scotia	N_OW1_V_AH0|S_K_OW1_SH_AH0
ランデヴー	rendezvous	R_AA1_N_D_IH0_V_UW2
バルム	balm	B_AA1_M
ハードウェア	hardware	HH_AA1_R_D_W_EH2_R
ユリイカ	eureka	Y_UH0_R_IY1_K_AH0
ボディライン	body|line	B_AA1_D_IY0|L_AY1_N
インタアクティブ	interactive	IH2_N_T_ER0_AE1_K_T_IH0_V
インタラクティブ	interactive	IH2_N_T_ER0_AE1_K_T_IH0_V
インテラクティブ	interactive	IH2_N_T_ER0_AE1_K_T_IH0_V
アンギオテンシン	angiotensin	AE2_N_JH_IY2_OW0_T_EH1_N_S_IH0_N
スクイズプレイ	squeeze|play	S_K_W_IY1_Z|P_L_EY1
リュディア	lydia	L_IH1_D_IY0_AH0
ストライキ	strike	S_T_R_AY1_K
メーンカルチャー	main|culture	M_EY1_N|K_AH1_L_CH_ER0
スーパーバイザー	supervisor	S_UW1_P_ER0_V_AY2_Z_ER0
スーババイザ	supervisor	S_UW1_P_ER0_V_AY2_Z_ER0
スーパーバイザ	supervisor	S_UW1_P_ER0_V_AY2_Z_ER0
パターン	pattern	P_AE1_T_ER0_N
イルージョン	illusion	IH2_L_UW1_ZH_AH0_N
リスクマネジメント	risk|management	R_IH1_S_K|M_AE1_N_AH0_JH_M_AH0_N_T
トレーラ	trailer	T_R_EY1_L_ER0
トレイラー	trailer	T_R_EY1_L_ER0
トレイラ	trailer	T_R_EY1_L_ER0
マリネ	marine	M_ER0_IY1_N
マリン	marine	M_ER0_IY1_N
デフェンス	defense	D_IH0_F_EH1_N_S
アクティブソナー	active|sonar	AE1_K_T_IH0_V|S_OW1_N_AA0_R
チーター	cheetah	CH_IY1_T_AH0
サムネ	thumbnail	TH_AH1_M_N_EY2_L
サムネール	thumbnail	TH_AH1_M_N_EY2_L
アグリメント	agreement	AH0_G_R_IY1_M_AH0_N_T
デジャウ	deja|vu	D_IY1_JH_AH0|V_UW1
デジャヴュ	deja|vu	D_IY1_JH_AH0|V_UW1
ディジャブ	deja|vu	D_IY1_JH_AH0|V_UW1
ディジャヴ	deja|vu	D_IY1_JH_AH0|V_UW1
デジャビュ	deja|vu	D_IY1_JH_AH0|V_UW1
ディジェスティフ	digestive	D_AY0_JH_EH1_S_T_IH0_V
アノニマスサーバー	anonymous|server	AH0_N_AA1_N_AH0_M_AH0_S|S_ER1_V_ER0
ノンワイヤ	non|wire	N_AA1_N|W_AY1_ER0
ウィザー	wither	W_IH1_DH_ER0
メーンタイトル	main|title	M_EY1_N|T_AY1_T_AH0_L
トランジスターラジオ	transistor|radio	T_R_AE0_N_Z_IH1_S_T_ER0|R_EY1_D_IY0_OW2
ウオーキングシューズ	walking|shoes	W_AO1_K_IH0_NG|SH_UW1_Z
ウェートレス	waitress	W_EY1_T_R_AH0_S
ウェイトレス	waitress	W_EY1_T_R_AH0_S
ウエートレス	waitress	W_EY1_T_R_AH0_S
デイジーチェーン	daisy|chain	D_EY1_Z_IY0|CH_EY1_N
メイキャップ	make|up	M_EY1_K|AH1_P
メーキャップ	make|up	M_EY1_K|AH1_P
メイクアップ	make|up	M_EY1_K|AH1_P
マネージメントシミュレーション	management|simulation	M_AE1_N_AH0_JH_M_AH0_N_T|S_IH2_M_Y_AH0_L_EY1_SH_AH0_N
イラストレータ	illustrator	IH1_L_AH0_S_T_R_EY2_T_ER0
プラズマディスプレイ	plasma|display	P_L_AE1_Z_M_AH0|D_IH0_S_P_L_EY1
アナキスト	anarchist	AE1_N_ER0_K_IH2_S_T
ビーカ	beaker	B_IY1_K_ER0
レスポンシブ	responsive	R_IH0_S_P_AA1_N_S_IH0_V
ウオーターマーク	watermark	W_AO1_T_ER0_M_AA2_R_K
ハレム	harem	HH_EH1_R_AH0_M
アクウィット	acquit	AH0_K_W_IH1_T
オールボアール	au|revoir	OW1|R_IH0_V_W_AA1_R
オールボワール	au|revoir	OW1|R_IH0_V_W_AA1_R
アストニッシュメント	astonishment	AH0_S_T_AA1_N_IH0_SH_M_AH0_N_T
ディテクター	detector	D_IH0_T_EH1_K_T_ER0
ディテクタ	detector	D_IH0_T_EH1_K_T_ER0
ヴェルモット	vermouth	V_ER0_M_UW1_TH
グレイ	grey	G_R_EY1
データ	data	D_EY1_T_AH0
アンビヴァレンス	ambivalence	AE0_M_B_IH1_V_AH0_L_AH0_N_S
ブラッセル	brussel	B_R_AH1_S_AH0_L
リタッチ	retouch	R_IY0_T_AH1_CH
ショーウィンドー	show|window	SH_OW1|W_IH1_N_D_OW0
ショーウインドー	show|window	SH_OW1|W_IH1_N_D_OW2
ショーウィンドウ	show|window	SH_OW1|W_IH1_N_D_OW1
ヴィーヴォ	vivo	V_IY1_V_OW0
ソーラーセール	solar|sail	S_OW1_L_ER0|S_EY1_L
アライメント	alignment	AH0_L_AY1_N_M_AH0_N_T
モノポール	monopoly	M_AH0_N_AA1_P_AH0_L_IY0
アイスバックス	icebox	AY1_S_B_AA2_K_S
ホイール	wheel	W_IY1_L
ラーンチャ	launcher	L_AO1_N_CH_ER0
ソフトウェア	software	S_AO1_F_T_W_EH2_R
ウォーキングディクショナリー	walking|dictionary	W_AO1_K_IH0_NG|D_IH1_K_SH_AH0_N_EH2_R_IY0
ポピュラリティー	popularity	P_AA2_P_Y_AH0_L_EH1_R_AH0_T_IY0
ビヤマグ	beer|mug	B_IH1_R|M_AH1_G
スウィッチ	switch	S_W_IH1_CH
スイッチ	switch	S_W_IH1_CH
ゴーズ	gauze	G_AO1_Z
エコバック	eco|bag	IY1_K_OW0|B_AE1_G
スパーギア	spur|gear	S_P_ER1|G_IH1_R
ティーグラウンド	tee|ground	T_IY1|G_R_AW1_N_D
メード	maid	M_EY1_D
アジテーション	agitation	AE2_JH_AH0_T_EY1_SH_AH0_N
レイク	lake	L_EY1_K
ドーナツ	doughnut	D_OW1_N_AH2_T
プルシャンブルー	prussian|blue	P_R_AH1_SH_AH0_N|B_L_UW1
メーカー	maker	M_EY1_K_ER0
ボランタリー	voluntary	V_AA1_L_AH0_N_T_EH0_R_IY0
ホッチキス	hotchkiss	HH_AA1_CH_K_IH0_S
スマートフォン	smart|phone	S_M_AA1_R_T|F_OW1_N
ビークル	vehicle	V_IY1_HH_IH0_K_AH0_L
グルデン	gluten	G_L_UW1_T_AH0_N
ハンディスキャナー	handy|scanner	HH_AE1_N_D_IY0|S_K_AE1_N_ER0
ベッドメーキング	bed|making	B_EH1_D|M_EY1_K_IH0_NG
アコンパニメント	accompaniment	AH0_K_AH1_M_P_N_IH0_M_AH0_N_T
アカムパニメント	accompaniment	AH0_K_AH1_M_P_N_IH0_M_AH0_N_T
プロシーデング	proceeding	P_R_OW0_S_IY1_D_IH0_NG
プロスィーディング	proceeding	P_R_OW0_S_IY1_D_IH0_NG
ユニークユーザ	unique|user	Y_UW0_N_IY1_K|Y_UW1_Z_ER0
シュタイン	stein	S_T_AY1_N
ディファレンシアル	differential	D_IH2_F_ER0_EH1_N_SH_AH0_L
パブリッシング	publishing	P_AH1_B_L_IH0_SH_IH0_NG
ウィドウ	widow	W_IH1_D_OW0
ウイドー	widow	W_IH1_D_OW0
ウイドウ	widow	W_IH1_D_OW0
オーダシティ	audacity	AA0_D_AE1_S_AH0_T_IY0
オーダスィティ	audacity	AA0_D_AE1_S_AH0_T_IY0
ヴィルトゥオーソ	virtuoso	V_ER0_CH_UW0_OW1_S_OW0
ビルトゥオーソ	virtuoso	V_ER0_CH_UW0_OW1_S_OW0
ファヴェーラ	favela	F_AA0_V_EH1_L_AH0
ファベーラ	favela	F_AA0_V_EH1_L_AH0
ビッグバン	big|bang	B_IH1_G|B_AE1_NG
デスボイス	death|voice	D_EH1_TH|V_OY1_S
イミテーション	imitation	IH2_M_AH0_T_EY1_SH_AH0_N
ファジー	fuzzy	F_AH1_Z_IY0
スマートシティー	smart|city	S_M_AA1_R_T|S_IH1_T_IY0
フレンチエンゼルフィッシュ	french|angelfish	F_R_EH1_N_CH|EY1_N_JH_AH0_L_F_IH2_SH
セクシャリティ	sexuality	S_EH2_K_SH_UW0_AE1_L_AH0_T_IY0
セクシュアリティ	sexuality	S_EH2_K_SH_UW0_AE1_L_AH0_T_IY0
セクシャリティー	sexuality	S_EH2_K_SH_UW0_AE1_L_AH0_T_IY0
テレホン	telephone	T_EH1_L_AH0_F_OW2_N
シンボリズム	symbolism	S_IH1_M_B_AH0_L_IH2_Z_AH0_M
サンボリスム	symbolism	S_IH1_M_B_AH0_L_IH2_Z_AH0_M
デモクラシイ	democracy	D_IH0_M_AA1_K_R_AH0_S_IY0
クラレ	curare	K_Y_UW2_R_AE1_R_EY2
セレス	ceres	S_IH1_R_IY0_Z
インシュリン	insulin	IH1_N_S_AH0_L_AH0_N
チーズフォンデュー	cheese|fondue	CH_IY1_Z|F_AA0_N_D_Y_UW1
インジュリータイム	injury|time	IH1_N_JH_ER0_IY0|T_AY1_M
インジュアリータイム	injury|time	IH1_N_JH_ER0_IY0|T_AY1_M
ウオーターハザード	water|hazard	W_AO1_T_ER0|HH_AE1_Z_ER0_D
アワード	award	AH0_W_AO1_R_D
モノクローム	monochrome	M_AA1_N_AH0_K_R_OW2_M
シュトーレン	stollen	S_T_AA1_L_AH0_N
ビルトイン	built|in	B_IH1_L_T|IH0_N
ブレックファースト	breakfast	B_R_EH1_K_F_AH0_S_T
ブレックファスト	breakfast	B_R_EH1_K_F_AH0_S_T
ポリティクス	politics	P_AA1_L_AH0_T_IH2_K_S
コンピューターリテラシ	computer|literacy	K_AH0_M_P_Y_UW1_T_ER0|L_IH1_T_ER0_AH0_S_IY0
コンピューターリテラシー	computer|literacy	K_AH0_M_P_Y_UW1_T_ER0|L_IH1_T_ER0_AH0_S_IY0
コンピュータリテラシー	computer|literacy	K_AH0_M_P_Y_UW1_T_ER0|L_IH1_T_ER0_AH0_S_IY0
ドロワ	drawer	D_R_AO1_R
ドロアー	drawer	D_R_AO1_R
ドロワー	drawer	D_R_AO1_R
ドローワー	drawer	D_R_AO1_R
シェイク	shake	SH_EY1_K
ダール	dal	D_AE1_L
チキン	chicken	CH_IH1_K_AH0_N
ライヴァル	rival	R_AY1_V_AH0_L
バレット	barrette	B_ER0_EH1_T
ディレードスチール	delayed|steal	D_IH0_L_EY1_D|S_T_IY1_L
ロイヤル	royale	R_OY0_AE1_L
ロワイヤル	royale	R_OY0_AE1_L
ムーブメント	movement	M_UW1_V_M_AH0_N_T
ユーザーライセンス	user|license	Y_UW1_Z_ER0|L_AY1_S_AH0_N_S
レノベーション	renovation	R_EH2_N_AH0_V_EY1_SH_AH0_N
リノベーション	renovation	R_EH2_N_AH0_V_EY1_SH_AH0_N
レノヴェーション	renovation	R_EH2_N_AH0_V_EY1_SH_AH0_N
グワッシュ	gash	G_AE1_SH
テノール	tenor	T_EH1_N_ER0
バシリカ	basilica	B_AH0_S_IH1_L_IH0_K_AH0
ブログ	blog	B_L_AO1_G
サステナビリティ	sustainability	S_AH0_S_T_EY2_N_AH0_B_IH1_L_IH0_T_IY0
ココナツ	coconut	K_OW1_K_AH0_N_AH2_T
ココナット	coconut	K_OW1_K_AH0_N_AH2_T
プレーバック	playback	P_L_EY1_B_AE2_K
スクーバ	scuba	S_K_UW1_B_AH0
キャビティー	cavity	K_AE1_V_AH0_T_IY0
イニシャル	initial	IH2_N_IH1_SH_AH0_L
プレセール	presale	P_R_IY1_S_EY2_L
パイロン	pylon	P_AY1_L_AA2_N
ストーンウオッシュ	stone|wash	S_T_OW1_N|W_AA1_SH
インダクタ	inductor	IH2_N_D_AH1_K_T_ER0
マタニティー	maternity	M_AH0_T_ER1_N_IH0_T_IY0
プラハ	prague	P_R_AA1_G
アコモデイション	accommodation	AH0_K_AA2_M_AH0_D_EY1_SH_AH0_N
ベッドタウン	bed|town	B_EH1_D|T_AW1_N
サジズム	sadism	S_EY1_D_IH0_Z_AH0_M
デュース	deuce	D_UW1_S
コーヒーブレーク	coffee|break	K_AA1_F_IY0|B_R_EY1_K
マーカンティリズム	mercantilism	M_ER0_K_AE1_N_T_AH0_L_IH2_Z_AH0_M
ワークシェリング	work|sharing	W_ER1_K|SH_EH1_R_IH0_NG
シュノーケリング	snorkeling	S_N_AO1_R_K_AH0_L_IH2_NG
プラグマティスト	pragmatist	P_R_AE1_G_M_AH0_T_IH0_S_T
トラフィック	traffic	T_R_AE1_F_IH0_K
トラヒック	traffic	T_R_AE1_F_IH0_K
コンピュータアニメーション	computer|animation	K_AH0_M_P_Y_UW1_T_ER0|AE2_N_AH0_M_EY1_SH_AH0_N
セミリタイア	semi|retire	S_EH1_M_IY0|R_IY0_T_AY1_ER0
センチメンタル	sentimental	S_EH2_N_T_AH0_M_EH1_N_T_AH0_L
イニング	inning	IH1_N_IH0_NG
クレッシェンド	crescendo	K_R_IH0_SH_EH1_N_D_OW0
セクシャルマイノリティー	sexual|minority	S_EH1_K_SH_UW0_AH0_L|M_AY0_N_AO1_R_AH0_T_IY0
ブルジョア	bourgeois	B_UH0_R_ZH_W_AA1
ポリモフィズム	polymorphism	P_AA2_L_IY2_M_AO1_R_F_IH0_Z_M
ポリモルフィズム	polymorphism	P_AA2_L_IY2_M_AO1_R_F_IH0_Z_M
シュレッダ	shredder	SH_R_EH1_D_ER0
ファーロング	furlong	F_ER1_L_AO2_NG
パニエ	pannier	P_AE1_N_IY0_ER0
ポキ	poke	P_OW1_K
アーティフィシャル	artificial	AA2_R_T_AH0_F_IH1_SH_AH0_L
メンタルブレーク	mental|break	M_EH1_N_T_AH0_L|B_R_EY1_K
エイプリルフール	april|fool	EY1_P_R_AH0_L|F_UW1_L
バーベナ	verbena	V_ER0_B_IY1_N_AH0
メークラブ	make|love	M_EY1_K|L_AH1_V
リコーダ	recorder	R_IH0_K_AO1_R_D_ER0
レコーダ	recorder	R_IH0_K_AO1_R_D_ER0
レコーダー	recorder	R_IH0_K_AO1_R_D_ER0
ケース	case	K_EY1_S
ロップ	rope	R_OW1_P
エアーガン	air|gun	EH1_R|G_AH1_N
ワッチ	watch	W_AA1_CH
ウオッチ	watch	W_AA1_CH
ツァー	tsar	Z_AA1_R
ツァーリ	tsar	Z_AA1_R
セルリー	celery	S_EH1_L_ER0_IY0
コンピテンシー	competency	K_AA1_M_P_AH0_T_IH0_N_S_IY0
ホウムズ	homes	HH_OW1_M_Z
フレンドリー	friendly	F_R_EH1_N_D_L_IY0
パーソナルコンピュータ	personal|computer	P_ER1_S_IH0_N_AH0_L|K_AH0_M_P_Y_UW1_T_ER0
アポジ	apogee	AE1_P_AH0_JH_IY2
デカプリング	decoupling	D_IY0_K_AH1_P_L_IH0_NG
マトリクス	matrix	M_EY1_T_R_IH0_K_S
アンゼリカ	angelica	AE0_N_JH_EH1_L_IH0_K_AH0
アンジェリカ	angelica	AE0_N_JH_EH1_L_IH0_K_AH0
ウェイハー	wafer	W_EY1_F_ER0
ウエーファー	wafer	W_EY1_F_ER0
ウエハー	wafer	W_EY1_F_ER0
ウェハ	wafer	W_EY1_F_ER0
ウェイファー	wafer	W_EY1_F_ER0
ウェハー	wafer	W_EY1_F_ER0
スカール	scull	S_K_AH1_L
トリトン	triton	T_R_AY1_T_AH0_N
チター	zither	Z_IH1_DH_ER0
トレードショー	trade|show	T_R_EY1_D|SH_OW1
ネゴシエーター	negotiator	N_AH0_G_OW1_SH_IY0_EY2_T_ER0
ウエディングケーキ	wedding|cake	W_EH1_D_IH0_NG|K_EY1_K
バリア	barrier	B_AE1_R_IY0_ER0
バリヤ	barrier	B_AE1_R_IY0_ER0
バリヤー	barrier	B_AE1_R_IY0_ER0
ウエッジソール	wedge|sole	W_EH1_JH|S_OW1_L
シリコンウェハ	silicon|wafer	S_IH1_L_AH0_K_AH0_N|W_EY1_F_ER0
ホック	hook	HH_UH1_K
セクシャル	sexual	S_EH1_K_SH_UW0_AH0_L
デスィリュージョン	disillusion	D_IH2_S_IH0_L_UW1_ZH_AH0_N
スティック	stick	S_T_IH1_K
ハーモニックス	harmonics	HH_AA0_R_M_AA1_N_IH0_K_S
スパゲティ	spaghetti	S_P_AH0_G_EH1_T_IY0
スパゲッティ	spaghetti	S_P_AH0_G_EH1_T_IY0
スパゲティー	spaghetti	S_P_AH0_G_EH1_T_IY0
パラメター	parameter	P_ER0_AE1_M_AH0_T_ER0
パラメタ	parameter	P_ER0_AE1_M_AH0_T_ER0
パラメータ	parameter	P_ER0_AE1_M_AH0_T_ER0
ローンダリング	laundering	L_AO1_N_D_ER0_IH0_NG
パーザ	purser	P_ER1_S_ER0
パーサー	purser	P_ER1_S_ER0
バッテリー	battery	B_AE1_T_ER0_IY0
バタリー	battery	B_AE1_T_ER0_IY0
ナツメグ	nutmeg	N_AH1_T_M_EH2_G
メイジャー	major	M_EY1_JH_ER0
メジャー	major	M_EY1_JH_ER0
インタビュ	interview	IH1_N_T_ER0_V_Y_UW2
インタビュー	interview	IH1_N_T_ER0_V_Y_UW2
インタービュー	interview	IH1_N_T_ER0_V_Y_UW2
インタビュウ	interview	IH1_N_T_ER0_V_Y_UW2
ロブスタ	lobster	L_AA1_B_S_T_ER0
レインボー	rainbow	R_EY1_N_B_OW2
レインボウ	rainbow	R_EY1_N_B_OW2
タイトルリージョン	title|region	T_AY1_T_AH0_L|R_IY1_JH_AH0_N
キャンデー	candy	K_AE1_N_D_IY0
キャンディー	candy	K_AE1_N_D_IY0
トランスコンティネンタル	transcontinental	T_R_AE2_N_Z_K_AA2_N_T_IH0_N_EH1_N_T_AH0_L
アティチュード	attitude	AE1_T_AH0_T_UW2_D
アチチュード	attitude	AE1_T_AH0_T_UW2_D
スタディー	study	S_T_AH1_D_IY0
ボーレート	baud|rate	B_AO1_D|R_EY1_T
ブギ	boogie	B_UW1_G_IY0
キャラクターソング	character|song	K_EH1_R_IH0_K_T_ER0|S_AO1_NG
ハイドラジン	hydrazine	HH_AY1_D_R_AH0_Z_IY2_N
アールヌーヴォー	art|nouveau	AA1_R_T|N_UW2_V_OW1
スチール	steel	S_T_IY1_L
スティール	steel	S_T_IY1_L
チューニック	tunic	T_UW1_N_IH0_K
オーガナイザー	organizer	AO1_R_G_AH0_N_AY2_Z_ER0
アチーヴメントテスト	achievement|test	AH0_CH_IY1_V_M_AH0_N_T|T_EH1_S_T
ナンセンス	nonsense	N_AA1_N_S_EH0_N_S
マネーロンダリング	money|laundering	M_AH1_N_IY0|L_AO1_N_D_ER0_IH0_NG
ダイヤモンド	diamond	D_AY1_M_AH0_N_D
キャブシャシー	cab|chassis	K_AE1_B|CH_AE1_S_IY0
オキシジェン	oxygen	AA1_K_S_AH0_JH_AH0_N
バウンダリ	boundary	B_AW1_N_D_ER0_IY0
ドロンゲーム	drawn|game	D_R_AO1_N|G_EY1_M
アウエイク	awake	AH0_W_EY1_K
デポー	depot	D_IY1_P_OW0
ヒエログリフ	hieroglyph	HH_AY2_R_OW0_G_L_IH1_F
ビト	bit	B_IH1_T
フラグ	flag	F_L_AE1_G
メノラー	menorah	M_AH0_N_AO1_R_AH0
ホメオパティー	homeopathy	HH_OW2_M_IY0_OW0_P_AE1_TH_IY0
ホメオパシー	homeopathy	HH_OW2_M_IY0_OW0_P_AE1_TH_IY0
レジュメ	resume	R_IH0_Z_UW1_M
レジメ	resume	R_IH0_Z_UW1_M
カルテット	quartet	K_W_AO0_R_T_EH1_T
クワルテット	quartet	K_W_AO0_R_T_EH1_T
ベネチアングラス	venetian|glass	V_AH0_N_IY1_SH_AH0_N|G_L_AE1_S
エイジェント	agent	EY1_JH_AH0_N_T
エージント	agent	EY1_JH_AH0_N_T
チャコ	chalk	CH_AA1_K
チョック	chalk	CH_AA1_K
ブラウザ	browser	B_R_AW1_Z_ER0
スメア	smear	S_M_IH1_R
スミアー	smear	S_M_IH1_R
ハイブリッドカー	hybrid|car	HH_AY1_B_R_AH0_D|K_AA1_R
ディーヴァ	diva	D_IY1_V_AH0
アーテクル	article	AA1_R_T_AH0_K_AH0_L
マネジメントコンサルタント	management|consultant	M_AE1_N_AH0_JH_M_AH0_N_T|K_AH0_N_S_AH1_L_T_AH0_N_T
リート	lied	L_AY1_D
インシュリンショック	insulin|shock	IH1_N_S_AH0_L_AH0_N|SH_AA1_K
アナウンサー	announcer	AH0_N_AW1_N_S_ER0
レシピー	recipe	R_EH1_S_AH0_P_IY0
アフィリエートー	affiliate	AH0_F_IH1_L_IY0_EY2_T
アフィリエイト	affiliate	AH0_F_IH1_L_IY0_EY2_T
アフィリエイトー	affiliate	AH0_F_IH1_L_IY0_EY2_T
アフィリエート	affiliate	AH0_F_IH1_L_IY0_EY2_T
アフェリエート	affiliate	AH0_F_IH1_L_IY0_EY2_T
ウィンドシア	wind|shear	W_AY1_N_D|SH_IH1_R
ウィンドシアー	wind|shear	W_AY1_N_D|SH_IH1_R
ウインドシア	wind|shear	W_AY1_N_D|SH_IH1_R
ウインドシアー	wind|shear	W_AY1_N_D|SH_IH1_R
ウォッチマン	watchman	W_AA1_CH_M_AH0_N
サンチマン	sentiment	S_EH1_N_T_AH0_M_AH0_N_T
パーカ	parka	P_AA1_R_K_AH0
メゾソプラノ	mezzo|soprano	M_EH1_Z_OW0|S_AH0_P_R_AA1_N_OW0
ビルダ	builder	B_IH1_L_D_ER0
コンセショナリー	concessionary	K_AH0_N_S_EH1_SH_AH0_N_EH2_R_IY0
モデレータ	moderator	M_AA1_D_ER0_EY2_T_ER0
ムーディー	moody	M_UW1_D_IY0
ノヴェルティ	novelty	N_AA1_V_AH0_L_T_IY0
ノヴェルティー	novelty	N_AA1_V_AH0_L_T_IY0
ノベルティー	novelty	N_AA1_V_AH0_L_T_IY0
エコノミ	economy	IH0_K_AA1_N_AH0_M_IY0
グアテマラシティ	guatemala|city	G_W_AA2_T_AH0_M_AA1_L_AH0|S_IH1_T_IY0
イヤリング	earring	IH1_R_IH0_NG
ファスト	first	F_ER1_S_T
イヤフォーン	earphone	IH1_R_F_OW2_N
イヤホン	earphone	IH1_R_F_OW2_N
イヤホーン	earphone	IH1_R_F_OW2_N
カートレーン	car|train	K_AA1_R|T_R_EY1_N
フューナラルマーチ	funeral|march	F_Y_UW1_N_ER0_AH0_L|M_AA1_R_CH
フューネラルマーチ	funeral|march	F_Y_UW1_N_ER0_AH0_L|M_AA1_R_CH
フィーメール	female	F_IY1_M_EY2_L
フィーメル	female	F_IY1_M_EY2_L
フィメール	female	F_IY1_M_EY2_L
フィメイル	female	F_IY1_M_EY2_L
ポルノグラフィ	pornography	P_AO0_R_N_AA1_G_R_AH0_F_IY0
コンピューターソフト	computer|soft	K_AH0_M_P_Y_UW1_T_ER0|S_AO1_F_T
パーマネントウェーブ	permanent|wave	P_ER1_M_AA0_N_EH2_N_T|W_EY1_V
スクーバダイビング	scuba|diving	S_K_UW1_B_AH0|D_AY1_V_IH0_NG
スキューバダイビング	scuba|diving	S_K_UW1_B_AH0|D_AY1_V_IH0_NG
エアコンディショナー	air|conditioner	EH1_R|K_AH0_N_D_IH1_SH_AH0_N_ER0
ロジスティクス	logistics	L_AH0_JH_IH1_S_T_IH0_K_S
レザー	leather	L_EH1_DH_ER0
ターレット	turret	T_ER1_AH0_T
サーメン	semen	S_IY1_M_AH0_N
アンチョビ	anchovy	AE0_N_CH_OW1_V_IY0
ムビラ	mbira	M_AH0_B_IH1_R_AH0
エージェンシー	agency	EY1_JH_AH0_N_S_IY0
ディキシーランド	dixieland	D_IH1_K_S_IY0_L_AE2_N_D
オックスフォード	oxford	AA1_K_S_F_ER0_D
メンタリティー	mentality	M_EH0_N_T_AE1_L_AH0_T_IY0
ポピュリズム	populism	P_AA1_P_Y_AH0_L_IH2_Z_AH0_M
バウンス	bounce	B_AW1_N_S
アントレ	entree	AA1_N_T_R_EY2
ギュルデン	guilder	G_IH1_L_D_ER0
プロセッサ	processor	P_R_AA1_S_EH2_S_ER0
ムスリム	muslim	M_AH1_Z_L_AH0_M
モスリム	muslim	M_AH1_Z_L_AH0_M
ディレクタ	director	D_ER0_EH1_K_T_ER0
ウェットティッシュ	wet|tissue	W_EH1_T|T_IH1_S_Y_UW2
ココナツミルク	coconut|milk	K_OW1_K_AH0_N_AH2_T|M_IH1_L_K
マニュファクチュア	manufacture	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0
ソーガム	sorghum	S_AO1_R_G_AH0_M
フェイクファー	fake|fur	F_EY1_K|F_ER1
コールドウエーブ	cold|wave	K_OW1_L_D|W_EY1_V
レジスターマーク	register|mark	R_EH1_JH_IH0_S_T_ER0|M_AA1_R_K
ニューウェーブ	new|wave	N_UW1|W_EY1_V
ニューウェーヴ	new|wave	N_UW1|W_EY1_V
レーバーユニオン	labor|union	L_EY1_B_ER0|Y_UW1_N_Y_AH0_N
モーテル	motel	M_OW0_T_EH1_L
サーフィスモデル	surface|model	S_ER1_F_AH0_S|M_AA1_D_AH0_L
サーフェイスモデル	surface|model	S_ER1_F_AH0_S|M_AA1_D_AH0_L
アボリジニ	aborigine	AE2_B_ER0_IH1_JH_AH0_N_IY0
アボリジン	aborigine	AE2_B_ER0_IH1_JH_AH0_N_IY0
アウタ	outer	AW1_T_ER0
ボルテックス	vortex	V_AO1_R_T_EH0_K_S
メキシコシティ	mexico|city	M_EH1_K_S_AH0_K_OW2|S_IH1_T_IY0
アークトウルス	arcturus	AA2_R_K_T_UH1_R_AH0_S
アルクトゥールス	arcturus	AA2_R_K_T_UH1_R_AH0_S
クォウト	quote	K_W_OW1_T
アドベ	adobe	AH0_D_OW1_B_IY0
アドビ	adobe	AH0_D_OW1_B_IY0
ラテ	ratte	R_AE1_T
イメージセンサー	image|sensor	IH1_M_AH0_JH|S_EH1_N_S_ER0
ネービブルー	navy|blue	N_EY1_V_IY0|B_L_UW1
ネイヴィブルー	navy|blue	N_EY1_V_IY0|B_L_UW1
ネイヴィーブルー	navy|blue	N_EY1_V_IY0|B_L_UW1
ネイビーブルー	navy|blue	N_EY1_V_IY0|B_L_UW1
ネーティブ	native	N_EY1_T_IH0_V
ネーティヴ	native	N_EY1_T_IH0_V
ネイティブ	native	N_EY1_T_IH0_V
ネイチブ	native	N_EY1_T_IH0_V
グッジョブ	good|job	G_UH1_D|JH_AA1_B
